Today's Date:	23 June 2012	Date of Test:	22 June 2012, 06:02:42 AM
Filename:	MB_U03_MZ02_V430	Tester Channel:	20
Procedure:	MB_Z02_LongTest.000	Description:	MB_SOC and ImpedanceCheck at 4.30V
MB_ImpedanceCheck
Rec#	Cyc#	Step	TestTime	StepTime	Amp-hr	Watt-hr	Amps	Volts	State	ES	DPt Time	ACImp/Ohms	DCIR/Ohms	VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	
56	1	5	  0d 00:53:0.0399999991059303	  0d 00:52:0.0399999991059303	0.00043	0.00162	0.00050	3.72946	D	1	06/22/2012 6:55:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
57	1	5	  0d 00:54:0.0399999991059303	  0d 00:53:0.0399999991059303	0.00044	0.00165	0.00050	3.72900	D	1	06/22/2012 6:56:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
58	1	5	  0d 00:55:0.0399999991059303	  0d 00:54:0.0399999991059303	0.00045	0.00168	0.00050	3.72869	D	1	06/22/2012 6:57:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
59	1	5	  0d 00:56:0.0399999991059303	  0d 00:55:0.0399999991059303	0.00046	0.00171	0.00050	3.72824	D	1	06/22/2012 6:58:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
60	1	5	  0d 00:57:0.0399999991059303	  0d 00:56:0.0399999991059303	0.00047	0.00174	0.00050	3.72786	D	1	06/22/2012 6:59:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
61	1	5	  0d 00:58:0.0399999991059303	  0d 00:57:0.0399999991059303	0.00048	0.00177	0.00050	3.72740	D	1	06/22/2012 7:00:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
62	1	5	  0d 00:59:0.0399999991059303	  0d 00:58:0.0399999991059303	0.00048	0.00181	0.00050	3.72717	D	1	06/22/2012 7:01:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
63	1	5	  0d 01:00:0.0399999991059303	  0d 00:59:0.0399999991059303	0.00049	0.00184	0.00050	3.72686	D	1	06/22/2012 7:02:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
64	1	5	  0d 01:01:0.0399999991059303	  0d 01:00:0.0399999991059303	0.00050	0.00187	0.00050	3.72641	D	1	06/22/2012 7:03:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
65	1	5	  0d 01:02:0.0399999991059303	  0d 01:01:0.0399999991059303	0.00051	0.00190	0.00050	3.72610	D	1	06/22/2012 7:04:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
